Size (nt),"A1: TR241116654","A2: TR241116655","A3: TR241116656","A4: TR241116657","A5: TR241116658","A6: TR241116659","A7: TR241116702","A8: TR241116703","A9: TR241116704","A10: TR241116705","A11: TR241116706","A12: TR241116707","B1: TR241116660","B2: TR241116661","B3: TR241116662","B4: TR241116663","B5: TR241116664","B6: TR241116665","B7: TR241116709","B8: TR241116710","B9: TR241116712","B10: TR241116713","B11: TR241116715","B12: TR241116716","C1: TR241116666","C2: TR241116667","C3: TR241116668","C4: TR241116669","C5: TR241116670","C6: TR241116671","C7: TR241116718","C8: TR241116719","C9: TR241116721","C10: TR241116722","C11: TR241116724","C12: TR241116725","D1: TR241116672","D2: TR241116673","D3: TR241116674","D4: TR241116675","D5: TR241116676","D6: TR241116677","D7: TR241116727","D8: TR241116728","D9: TR241116730","D10: TR241116731","D11: TR241116733","D12: TR241116734","E1: TR241116678","E2: TR241116679","E3: TR241116680","E4: TR241116681","E5: TR241116682","E6: TR241116683","E7: TR241116708","E8: TR241116711","E9: TR241116714","E10: TR241116717","E11: TR241116720","E12: TR241116723","F1: TR241116684","F2: TR241116685","F3: TR241116686","F4: TR241116687","F5: TR241116688","F6: TR241116689","F7: TR241116726","F8: TR241116729","F9: TR241116732","F10: R241117373","F11: R241117374","F12: R241117375","G1: TR241116690","G2: TR241116691","G3: TR241116692","G4: TR241116693","G5: TR241116694","G6: TR241116695","G7: R241117383","G8: R241117388","G9: R241117398","G10: R241117430","G11: R241117431","G12: TR241117931","H1: TR241116696","H2: TR241116697","H3: TR241116698","H4: TR241116699","H5: TR241116700","H6: TR241116701","H7: TR241117932","H8: TR241117933","H9: TR241117934","H10: TR241117935","H11: TR241117936","H12:"
38.28,6.68,25.28,72.86,42.35,54.75,41.67,29.28,37.84,37.95,6.90,29.67,27.33,84.94,46.64,56.84,25.28,29.81,33.19,29.02,31.35,30.11,41.89,40.54,35.25,31.06,27.79,27.69,27.52,34.08,10.74,34.39,35.82,30.20,32.18,38.05,37.74,30.58,31.47,27.45,24.86,25.41,23.96,29.79,32.10,10.63,27.58,26.53,18.63,25.72,8.22,18.35,52.64,41.13,32.17,20.58,37.49,32.47,16.56,25.60,38.39,65.60,44.14,42.55,82.24,45.12,57.31,38.64,37.49,22.13,35.65,42.40,39.41,57.09,55.25,59.23,58.21,42.19,39.37,36.58,23.65,41.42,45.08,46.56,23.37,57.69,37.93,40.37,39.49,42.36,37.07,16.58,28.63,28.29,26.90,33.74,80.68
39.00,3.43,21.67,70.91,40.15,51.77,38.67,24.79,34.57,34.69,3.35,25.85,23.92,82.88,44.23,55.43,21.88,27.23,29.91,26.64,28.91,27.71,39.42,37.30,32.66,27.05,24.55,24.59,24.08,30.94,8.32,31.20,34.32,27.74,28.74,35.84,35.70,27.06,28.15,24.10,22.12,22.51,20.68,27.10,29.68,8.49,24.83,24.09,16.07,22.30,6.20,15.04,52.10,38.45,30.45,18.06,36.11,30.49,13.83,22.74,36.26,63.92,42.02,39.73,78.58,43.35,55.24,36.42,34.89,19.63,32.54,39.02,36.35,55.60,53.45,57.77,56.16,40.65,37.19,34.18,20.73,38.89,41.16,42.94,20.18,53.94,34.32,36.62,36.58,38.86,33.19,13.56,26.29,25.48,24.18,30.10,76.33
39.72,1.11,19.25,70.06,38.53,49.86,36.30,21.34,32.20,32.24,0.68,22.84,20.92,82.20,42.46,54.71,19.15,25.23,27.44,24.89,27.19,26.14,37.96,35.04,30.83,23.86,22.22,22.32,21.68,28.54,6.68,28.77,32.83,25.90,26.30,34.17,34.27,24.48,25.62,21.58,20.09,20.10,18.18,25.09,28.73,6.97,22.43,22.34,14.06,19.44,4.78,12.68,52.02,36.37,29.01,17.18,35.36,29.22,11.98,20.58,34.94,62.25,40.20,37.53,75.87,42.42,54.11,34.83,32.85,17.60,30.11,36.45,33.72,55.12,52.68,57.04,54.89,39.96,35.88,32.40,18.39,36.96,38.11,40.32,17.85,51.11,31.31,33.90,34.20,36.13,30.17,11.05,24.39,23.10,22.15,27.14,72.97
40.44,0.00,17.66,70.00,36.99,48.70,34.32,18.69,30.22,30.26,0.00,20.52,18.28,82.78,41.09,54.26,16.79,23.25,25.36,23.33,25.79,24.99,36.87,33.34,29.38,21.30,20.44,20.37,19.98,26.61,5.19,26.64,30.47,24.24,24.49,32.60,33.06,22.51,23.61,19.46,18.30,17.98,16.15,23.56,27.79,5.79,20.31,21.66,12.38,17.00,3.68,11.10,52.06,35.51,27.63,16.30,34.68,28.44,10.66,18.75,34.08,59.87,38.37,35.57,74.82,41.86,53.64,33.32,31.09,15.70,28.05,34.43,31.36,55.24,52.65,56.67,54.25,39.65,34.95,30.71,16.23,35.22,35.57,38.40,16.19,48.76,28.49,32.00,32.22,33.84,27.81,8.75,22.61,21.02,20.47,24.67,70.02
41.16,0.00,16.25,70.30,35.12,47.71,32.50,16.34,28.06,28.32,0.00,18.50,15.83,84.25,39.83,53.77,14.38,20.87,23.17,21.56,24.29,23.81,35.45,31.59,27.88,19.06,18.66,18.21,18.35,25.71,3.29,24.48,28.33,22.38,22.70,30.78,31.64,20.64,21.74,17.20,16.34,16.94,14.12,22.21,26.11,4.58,18.37,20.98,10.73,14.69,2.54,9.79,52.04,34.65,26.14,15.13,34.24,28.13,9.36,16.83,33.21,58.08,36.36,34.55,73.77,41.52,53.54,31.36,29.24,14.67,26.03,32.57,29.04,55.44,52.61,56.33,53.97,39.29,34.49,28.68,13.89,33.32,33.11,36.62,14.66,46.37,25.50,30.35,30.36,31.60,25.71,6.37,20.58,19.04,18.75,22.37,66.81
41.87,0.00,14.44,70.62,32.79,46.44,30.67,13.79,25.36,26.10,0.00,16.38,13.38,86.16,38.46,53.20,11.60,18.05,20.52,19.44,22.48,22.22,33.35,29.42,26.09,16.86,16.53,15.60,16.26,24.81,2.01,23.34,25.99,20.21,20.51,28.65,29.77,19.55,20.72,14.47,14.03,15.90,12.91,21.50,24.34,3.81,17.43,19.66,8.91,12.20,1.12,8.28,52.00,33.01,25.32,14.21,33.79,27.82,7.78,14.62,31.95,56.36,35.30,33.53,71.88,41.17,53.45,28.78,27.09,13.64,24.92,30.57,26.67,55.39,52.83,56.14,53.81,38.66,34.03,26.19,11.22,31.06,30.40,34.47,12.73,43.60,22.21,28.41,28.39,29.08,23.52,3.71,18.10,16.98,16.69,20.04,63.00
42.59,0.00,11.99,70.75,30.15,44.77,28.81,10.79,22.11,23.55,0.00,13.93,10.86,88.09,36.88,52.78,8.40,15.05,17.37,17.08,20.41,20.17,30.62,26.80,24.03,14.53,13.98,14.12,14.92,22.87,0.73,22.20,23.35,17.85,17.79,26.32,27.54,18.46,19.69,11.35,11.45,13.72,11.71,20.79,22.38,3.03,16.49,18.19,6.95,9.43,0.00,6.36,52.12,31.33,24.50,13.24,32.75,27.11,5.89,12.18,30.23,54.42,34.23,31.29,69.93,40.09,53.28,25.81,24.62,11.32,23.81,28.30,24.36,55.09,53.05,55.94,53.69,38.23,33.04,23.44,8.32,28.47,27.30,31.73,10.16,40.39,18.77,25.91,26.16,26.16,21.11,0.74,15.23,14.77,14.21,17.67,58.69
43.31,0.00,9.05,70.75,27.53,42.96,26.97,7.36,18.66,20.83,0.00,11.20,8.32,89.77,35.17,52.75,4.96,12.18,13.91,14.77,18.31,17.88,27.62,24.00,21.95,12.08,12.60,12.64,13.57,20.68,0.00,19.89,20.59,15.53,14.76,24.01,26.38,15.82,17.35,8.18,8.79,11.43,8.82,19.21,20.31,1.10,14.58,16.57,5.01,6.51,0.00,4.11,52.52,29.65,22.80,12.05,31.80,26.24,3.85,9.74,28.21,52.30,32.13,28.92,67.85,38.62,53.11,24.34,21.99,8.87,21.32,25.76,22.24,54.87,53.16,55.57,53.68,37.80,32.01,20.80,5.43,25.76,23.92,28.53,7.17,36.97,15.43,22.92,23.69,22.92,18.54,0.00,12.19,12.45,11.43,15.35,54.22
44.03,0.00,5.95,70.83,25.22,41.40,25.25,3.80,15.42,18.21,0.00,8.46,5.90,91.24,33.62,53.20,1.58,9.63,10.50,12.76,16.40,15.74,24.74,21.36,20.10,9.62,11.22,9.57,10.56,18.34,0.00,17.65,18.03,13.41,11.73,21.90,25.23,12.82,14.81,6.75,7.51,9.12,5.67,17.54,18.27,0.00,12.66,14.88,3.30,3.69,-3.69,1.73,52.91,28.10,21.18,10.68,31.15,25.30,1.84,8.67,26.23,50.33,30.19,26.56,65.71,36.95,53.07,22.87,20.69,6.47,18.64,23.03,20.34,54.97,53.32,55.36,53.67,36.88,30.96,19.64,2.81,23.16,20.51,25.16,4.18,33.61,12.40,19.74,21.15,19.63,16.00,0.00,9.28,10.18,8.60,13.18,49.95
44.75,0.00,3.03,70.92,23.45,40.42,23.77,0.53,12.73,15.94,0.00,6.04,3.78,92.85,32.53,54.12,0.00,7.45,7.51,11.21,14.90,14.08,22.27,19.16,18.66,7.33,8.55,6.69,7.66,16.02,0.00,15.57,15.92,11.57,9.04,20.99,23.16,9.75,12.29,5.32,6.22,6.87,2.62,15.93,16.40,0.00,10.81,13.25,1.91,1.21,0.00,0.00,53.30,26.72,19.83,9.32,30.88,24.46,0.00,7.60,24.60,48.87,28.51,24.35,63.64,35.32,53.39,20.38,19.39,4.32,15.95,20.29,18.56,55.08,53.80,55.45,53.91,36.16,29.89,18.49,1.73,20.86,17.43,21.92,1.58,30.55,9.77,16.70,18.82,16.62,13.69,0.00,6.70,8.13,5.95,11.16,46.07
45.47,0.00,0.57,71.70,22.32,40.18,22.62,0.00,10.73,14.24,0.00,4.18,2.08,95.12,32.13,55.50,0.00,5.63,5.15,10.15,13.92,13.02,20.34,17.52,17.68,5.35,6.20,4.22,5.24,13.86,0.00,13.72,14.38,10.03,7.97,20.09,21.58,6.93,10.08,3.02,3.92,4.70,0.00,14.56,14.79,0.00,9.16,11.78,1.35,0.00,0.00,0.00,54.52,25.48,18.86,8.21,31.03,23.81,0.00,5.94,23.53,48.08,27.09,22.40,61.78,33.99,54.30,18.51,17.06,2.51,13.50,17.77,17.70,55.96,54.87,55.94,54.57,35.91,28.87,16.56,0.65,18.96,14.93,19.04,0.00,27.94,7.57,14.09,16.91,14.17,11.76,0.00,4.54,6.44,3.68,9.31,42.68
46.19,0.00,0.00,73.41,21.82,40.68,21.90,0.00,9.39,13.20,0.00,2.93,0.87,98.47,32.48,57.50,0.00,4.19,3.52,9.59,13.56,12.51,18.99,16.48,17.15,3.79,4.37,2.32,3.48,11.96,0.00,12.20,13.40,9.41,6.91,18.62,20.61,4.61,8.33,1.32,2.02,2.65,0.00,13.52,13.42,0.00,7.80,10.52,0.80,0.00,0.00,0.00,56.26,24.38,18.34,7.54,31.67,23.43,0.00,4.82,23.13,47.89,25.91,20.79,60.29,33.15,55.89,17.23,15.18,1.05,11.52,15.77,16.84,57.52,56.64,56.99,55.78,36.43,28.12,14.96,0.00,17.45,13.05,16.65,0.00,25.82,5.82,12.07,15.52,12.45,10.25,0.00,3.66,5.11,1.86,7.64,39.90
46.91,0.00,0.00,76.07,21.86,41.86,21.72,0.00,8.61,12.79,0.00,2.19,0.10,103.15,33.02,60.29,0.00,3.19,2.52,9.55,13.84,12.47,18.23,16.00,17.07,2.69,3.08,1.06,2.33,10.38,0.00,11.07,12.93,8.78,5.40,17.51,20.24,2.89,7.07,0.11,0.64,0.80,0.00,12.84,12.23,0.00,6.83,9.47,0.00,0.00,0.00,-5.66,58.56,23.50,18.21,7.45,32.91,23.40,-3.09,4.14,23.39,48.14,25.02,19.58,59.31,32.94,58.13,16.38,13.87,0.00,10.10,14.43,15.24,59.67,59.07,58.75,57.61,37.87,27.90,13.64,0.00,16.86,11.62,14.78,0.00,24.24,4.61,10.70,14.56,11.44,9.19,0.00,2.78,4.11,0.51,6.20,37.81
47.62,0.00,-2.53,79.52,22.33,43.66,22.12,0.00,8.25,12.86,0.00,1.77,0.00,109.16,33.55,64.06,0.00,2.66,1.95,9.81,14.66,12.94,18.08,15.96,17.44,2.08,2.26,0.32,1.64,9.14,0.00,10.43,12.90,7.81,4.45,16.72,20.34,1.76,6.16,0.00,0.00,0.00,0.00,12.52,11.17,0.00,6.32,8.56,0.00,0.00,0.00,0.00,61.40,23.02,18.39,7.89,34.79,23.84,0.00,3.68,23.84,48.70,24.49,18.84,58.94,33.38,60.96,15.79,13.14,0.00,9.21,14.10,13.89,62.32,62.14,61.33,60.07,40.22,28.37,12.63,0.00,16.28,10.43,13.43,0.00,23.20,3.92,9.96,13.92,10.97,8.58,0.00,1.34,3.36,0.00,5.05,36.37
48.34,0.00,0.00,83.63,23.11,46.02,23.07,0.00,8.20,13.26,0.00,1.46,0.00,116.38,35.18,68.87,0.00,2.54,1.61,10.06,15.86,13.94,18.53,16.19,18.21,1.89,1.73,0.00,1.24,8.30,0.00,10.36,13.22,7.07,3.87,16.20,20.75,1.11,5.41,0.00,0.00,0.00,0.00,12.62,10.25,0.00,6.29,7.74,0.00,0.00,0.00,0.00,64.73,23.04,18.80,8.74,37.27,24.89,0.00,3.23,24.29,49.55,24.42,18.62,59.21,34.43,64.36,15.32,12.86,0.00,8.73,13.77,12.92,65.53,65.84,64.76,63.11,43.27,29.53,11.94,0.00,15.39,9.36,12.99,0.00,22.66,3.65,9.78,13.47,10.77,8.38,0.00,0.15,2.79,0.00,4.24,35.39
49.06,0.00,0.00,88.39,24.16,48.79,24.42,0.00,8.34,13.83,0.00,1.13,0.00,124.69,37.17,74.65,0.00,2.72,1.34,11.11,17.32,15.39,19.51,16.54,19.28,1.95,1.35,0.00,0.96,7.85,0.00,10.85,13.74,6.53,3.52,15.86,21.35,0.78,4.72,0.00,0.00,0.00,0.00,13.18,9.60,0.00,6.66,7.03,0.00,0.00,0.00,0.00,68.48,23.55,19.40,9.85,40.19,26.55,0.00,2.67,25.76,50.76,24.78,18.88,60.15,35.99,68.32,14.92,12.83,0.00,8.47,13.59,12.34,69.38,70.24,68.94,66.70,46.79,31.23,11.52,0.00,14.70,8.46,12.55,0.00,22.46,3.62,10.00,13.14,10.63,8.47,0.00,0.00,2.34,0.00,3.79,34.56
49.78,0.00,0.00,93.94,25.49,51.79,26.02,0.00,8.61,14.52,0.00,0.79,0.00,134.09,39.36,81.23,0.00,3.04,1.18,12.60,18.97,17.04,20.91,16.95,20.49,2.04,1.04,0.00,0.67,7.70,0.00,11.70,14.29,6.09,3.34,15.62,22.07,0.56,4.07,0.00,0.00,0.00,0.00,14.14,9.33,0.00,7.22,6.48,0.00,0.00,0.00,0.00,72.62,24.37,20.13,11.16,43.38,28.70,0.00,2.08,27.68,52.42,25.43,19.49,61.73,37.96,72.79,14.60,12.85,0.00,8.26,13.66,12.05,73.93,75.36,73.70,70.84,50.60,33.35,11.21,0.00,14.16,7.89,12.10,0.00,22.41,3.69,10.42,12.88,10.46,8.64,0.00,0.00,1.94,0.00,3.66,33.67
50.50,0.00,0.00,100.30,27.04,54.88,27.70,0.00,8.96,15.28,0.00,0.56,0.00,144.62,41.71,88.33,0.00,3.22,1.26,14.38,20.81,17.84,21.73,17.45,21.75,2.03,0.77,0.00,0.34,7.69,0.00,12.65,14.75,5.70,3.37,15.43,22.84,0.34,3.53,0.00,0.00,0.00,0.00,15.32,9.43,0.00,7.72,6.18,0.00,0.00,0.00,0.00,77.09,25.36,20.94,12.64,46.79,31.06,0.00,1.64,29.83,54.59,26.14,20.25,63.90,40.17,77.62,14.45,12.75,0.00,7.98,13.76,11.93,79.16,81.22,78.82,75.51,54.65,35.77,10.90,0.00,13.74,7.75,11.99,0.00,22.37,3.74,10.86,12.69,10.38,8.73,0.00,0.00,1.52,-1.06,3.73,32.72
51.22,0.00,0.00,107.38,28.71,58.08,29.40,0.00,9.37,16.13,0.00,0.58,0.00,156.26,44.37,95.71,0.00,3.40,1.46,16.26,21.84,18.63,22.56,18.05,23.01,1.95,0.51,0.00,0.00,7.62,0.00,13.52,15.09,5.33,3.67,15.29,23.51,0.08,3.12,0.00,0.00,0.00,0.00,16.50,9.76,0.00,7.97,6.15,0.00,0.00,0.00,0.00,81.86,26.36,21.76,14.30,50.41,33.38,0.00,1.49,31.97,57.31,26.76,20.97,66.47,42.47,82.65,14.52,12.47,0.00,7.60,13.78,11.89,84.97,87.76,84.11,80.69,58.95,38.45,10.52,0.00,13.38,7.93,12.07,0.00,22.33,3.71,11.19,12.60,10.31,8.66,-14.96,0.00,1.10,0.00,3.85,31.77
51.94,0.00,0.00,114.99,30.42,61.55,31.12,0.00,9.79,17.08,0.00,0.87,0.00,168.88,47.56,99.47,0.00,3.73,1.67,18.15,22.87,20.03,24.31,18.76,24.29,1.92,0.23,0.00,0.00,7.39,0.00,14.32,15.41,5.07,4.18,15.22,23.97,0.00,2.79,0.00,0.00,0.00,0.00,17.51,10.11,0.00,7.97,6.35,0.00,-4.74,0.00,0.00,86.90,27.26,22.55,16.12,54.26,35.57,0.00,1.65,33.91,60.49,27.29,21.52,69.16,44.76,87.82,14.76,12.10,0.16,7.17,13.67,11.89,91.25,94.90,89.49,86.30,63.49,41.30,10.15,0.00,13.03,8.14,12.19,0.00,22.28,3.59,11.45,12.65,10.27,8.46,0.00,0.00,0.73,0.00,3.88,30.92
52.66,0.00,0.00,123.09,32.16,65.43,32.94,0.00,10.11,18.21,0.00,1.33,0.00,182.37,51.37,103.22,0.00,3.99,2.37,20.05,25.17,21.31,26.05,19.52,25.59,2.07,0.00,0.00,0.00,7.01,0.00,15.20,15.83,4.99,4.69,15.17,24.20,0.00,2.45,0.00,0.00,0.00,0.00,18.33,10.24,0.00,7.80,6.65,0.00,0.00,0.00,0.00,92.28,27.99,23.29,18.11,58.34,37.78,0.00,1.95,35.67,63.93,27.81,21.84,71.67,47.02,93.17,15.04,11.75,0.13,6.75,13.47,11.85,97.95,102.46,94.99,92.27,68.24,44.28,9.84,0.00,12.63,8.13,12.20,0.00,22.16,3.40,11.72,12.81,10.34,8.18,0.00,0.00,0.49,0.00,3.71,30.13
53.37,0.00,0.00,131.79,33.86,69.69,34.94,0.00,10.24,19.58,0.00,1.76,0.00,196.62,55.71,110.86,-6.92,4.17,3.17,22.03,27.71,22.64,27.71,20.23,26.91,2.41,0.00,0.00,0.00,6.56,0.00,16.23,16.41,5.12,4.97,15.08,24.35,0.00,2.02,0.00,0.00,0.00,0.00,19.00,10.07,0.00,7.59,6.88,0.00,0.00,0.00,0.00,98.08,28.55,23.98,20.26,62.57,40.16,0.00,2.20,37.41,67.37,28.37,21.96,73.88,49.20,98.83,15.20,11.54,0.00,6.41,13.19,11.63,105.03,110.26,100.71,98.57,73.13,47.33,9.54,0.00,12.19,7.97,12.08,0.00,21.95,3.13,12.09,12.88,10.45,7.89,0.00,0.00,0.42,0.00,3.31,29.37
